age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
47,7688.0,0.0,13,153883,45,Married-civ-spouse,United-States,Prof-specialty,Black,Husband,True,Private,1
18,0.0,0.0,7,76142,8,Never-married,United-States,Other-service,White,Own-child,True,State-gov,0
57,0.0,0.0,10,149168,55,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
35,0.0,0.0,9,301614,60,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
32,0.0,0.0,10,162160,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
29,0.0,0.0,10,199118,40,Never-married,Nicaragua,Tech-support,White,Own-child,False,Private,0
40,0.0,0.0,9,181015,47,Separated,United-States,Other-service,White,Unmarried,False,Private,0
20,0.0,0.0,10,137974,30,Never-married,United-States,Other-service,White,Own-child,False,Private,0
25,0.0,0.0,9,166415,52,Never-married,United-States,Transport-moving,White,Unmarried,True,Private,0
35,0.0,0.0,11,103986,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
49,0.0,0.0,13,38819,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
48,0.0,0.0,12,101299,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
26,0.0,0.0,10,132749,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
58,0.0,0.0,14,142924,24,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,1
65,0.0,0.0,4,85787,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
37,0.0,0.0,9,160910,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Federal-gov,0
42,0.0,0.0,5,226452,40,Never-married,Mexico,Machine-op-inspct,White,Other-relative,False,Private,0
29,0.0,0.0,14,191355,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,State-gov,0
42,4386.0,0.0,14,49255,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
33,0.0,0.0,13,37646,60,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
54,0.0,1628.0,9,220115,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
36,0.0,0.0,12,186212,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
23,0.0,0.0,13,112137,40,Never-married,Canada,Prof-specialty,Other,Not-in-family,False,State-gov,0
19,0.0,0.0,10,225775,40,Never-married,United-States,?,White,Own-child,True,?,0
65,2653.0,0.0,13,101427,30,Married-civ-spouse,United-States,?,White,Husband,True,?,0
22,0.0,0.0,9,189277,40,Never-married,United-States,Machine-op-inspct,Black,Unmarried,False,Private,0
35,0.0,0.0,9,143385,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
21,0.0,0.0,10,291232,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
37,0.0,0.0,9,159383,40,Divorced,United-States,Sales,White,Unmarried,False,Private,0
68,0.0,2377.0,13,257269,35,Married-civ-spouse,United-States,?,White,Husband,True,?,1
30,0.0,0.0,9,209317,50,Never-married,Dominican-Republic,Machine-op-inspct,White,Not-in-family,True,Private,0
33,7688.0,0.0,14,183923,35,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Local-gov,1
17,0.0,0.0,7,132755,15,Never-married,United-States,Sales,White,Own-child,True,Private,0
24,0.0,0.0,13,225724,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
34,0.0,0.0,13,175761,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
31,0.0,0.0,9,263110,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
35,0.0,1740.0,10,189404,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,0
47,0.0,0.0,9,169549,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
45,0.0,0.0,11,190482,76,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
37,0.0,0.0,9,139684,45,Divorced,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
50,0.0,0.0,13,94885,45,Divorced,United-States,Prof-specialty,White,Not-in-family,True,Private,1
42,0.0,0.0,13,120539,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
46,0.0,0.0,9,202560,40,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,1
23,0.0,0.0,9,200207,44,Divorced,United-States,Handlers-cleaners,White,Own-child,True,Private,0
46,0.0,0.0,9,179869,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,State-gov,0
25,0.0,0.0,10,213383,40,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
41,0.0,0.0,9,126094,38,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
23,0.0,0.0,10,113601,30,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
32,0.0,1977.0,15,204374,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
65,0.0,0.0,14,169435,39,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
48,0.0,0.0,9,235108,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
35,0.0,0.0,9,94529,40,Divorced,United-States,Protective-serv,White,Unmarried,False,State-gov,0
41,0.0,0.0,2,132853,40,Married-civ-spouse,Mexico,Transport-moving,White,Husband,True,Private,0
41,7688.0,0.0,13,151504,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
41,0.0,0.0,10,188615,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
37,8614.0,0.0,11,269329,45,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Private,1
53,0.0,0.0,10,109982,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Federal-gov,0
49,0.0,0.0,13,57665,40,Divorced,United-States,?,White,Own-child,False,?,0
64,0.0,0.0,16,150121,25,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,1
39,0.0,0.0,10,200968,45,Married-civ-spouse,United-States,Adm-clerical,White,Other-relative,True,Federal-gov,1
53,0.0,0.0,14,123011,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,1
64,0.0,0.0,10,22228,10,Married-civ-spouse,United-States,?,White,Husband,True,?,1
63,0.0,0.0,9,203821,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0
18,0.0,0.0,9,352640,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
49,0.0,0.0,9,39140,60,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
57,0.0,0.0,13,181242,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
31,0.0,0.0,3,247328,30,Never-married,El-Salvador,Transport-moving,White,Not-in-family,True,Private,0
32,0.0,0.0,6,199366,16,Married-spouse-absent,United-States,Craft-repair,White,Own-child,True,Self-emp-not-inc,0
28,0.0,0.0,10,339372,40,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
40,0.0,0.0,9,77370,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
33,15024.0,0.0,13,169269,40,Married-civ-spouse,Puerto-Rico,Prof-specialty,White,Husband,True,Private,1
51,0.0,0.0,10,256963,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
42,0.0,0.0,11,121264,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
31,0.0,0.0,10,27494,50,Married-civ-spouse,Taiwan,Sales,Asian-Pac-Islander,Husband,True,Private,0
21,0.0,0.0,9,170302,50,Never-married,United-States,Farming-fishing,White,Other-relative,True,Private,0
20,0.0,0.0,10,354351,35,Never-married,United-States,?,White,Own-child,True,?,0
36,0.0,0.0,9,47310,40,Never-married,United-States,Other-service,Black,Not-in-family,False,Private,0
21,0.0,0.0,10,118186,20,Never-married,United-States,Sales,Black,Own-child,False,Private,0
21,0.0,0.0,9,116657,40,Never-married,United-States,Sales,White,Other-relative,True,Private,0
21,0.0,0.0,10,43535,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
56,7688.0,0.0,13,172618,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
54,0.0,0.0,10,114674,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Federal-gov,1
74,0.0,0.0,15,101590,20,Widowed,United-States,Adm-clerical,Black,Not-in-family,False,Private,0
30,0.0,0.0,10,166961,20,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Self-emp-not-inc,1
26,0.0,0.0,9,58751,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Other-relative,True,Private,0
68,0.0,0.0,9,137518,33,Widowed,United-States,Adm-clerical,White,Not-in-family,False,Local-gov,0
61,3103.0,0.0,9,345697,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
39,0.0,0.0,9,68781,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
33,0.0,0.0,10,235124,40,Married-civ-spouse,?,Adm-clerical,White,Husband,True,Private,0
34,0.0,0.0,9,190027,35,Separated,United-States,Tech-support,Black,Unmarried,False,Private,0
23,0.0,0.0,11,26842,30,Married-AF-spouse,United-States,Adm-clerical,White,Wife,False,State-gov,0
39,0.0,0.0,13,162370,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
42,0.0,1902.0,9,344624,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
66,0.0,1825.0,9,132055,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,1
37,0.0,0.0,7,201259,65,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0
17,0.0,0.0,7,100828,20,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
50,0.0,0.0,14,178251,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1
30,0.0,0.0,9,283767,40,Married-civ-spouse,?,Adm-clerical,White,Husband,True,Private,0
47,0.0,1887.0,14,324791,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
27,0.0,0.0,13,192355,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,State-gov,0
29,0.0,0.0,12,51461,45,Never-married,United-States,Tech-support,White,Not-in-family,True,State-gov,0
60,0.0,1977.0,9,165630,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Federal-gov,1
23,0.0,0.0,12,308205,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0
52,0.0,0.0,13,100226,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Local-gov,1
23,0.0,0.0,10,119704,40,Separated,United-States,Sales,White,Unmarried,False,Private,0
52,0.0,0.0,13,108836,48,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,State-gov,1
30,0.0,0.0,13,189620,40,Never-married,Poland,Prof-specialty,White,Own-child,False,Private,0
36,0.0,0.0,5,219814,35,Married-civ-spouse,Guatemala,Craft-repair,White,Husband,True,Private,0
28,0.0,0.0,9,82910,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
27,0.0,0.0,9,209301,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
22,0.0,0.0,13,113062,7,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,0
19,0.0,0.0,9,376240,42,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0
31,0.0,0.0,9,236861,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
39,0.0,1887.0,13,77146,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
40,0.0,0.0,14,102606,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
43,3103.0,0.0,13,115323,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
21,0.0,0.0,10,119039,18,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
74,0.0,0.0,9,43599,20,Widowed,United-States,Other-service,White,Not-in-family,True,Self-emp-not-inc,0
50,0.0,0.0,13,203098,35,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
47,0.0,0.0,9,197836,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
23,0.0,0.0,8,117779,45,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
73,0.0,0.0,6,132737,4,Never-married,United-States,?,White,Not-in-family,True,?,0
47,0.0,0.0,9,107682,48,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
20,0.0,0.0,10,109667,16,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
44,15024.0,0.0,14,136986,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
36,15024.0,0.0,13,207853,65,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
35,0.0,0.0,13,79649,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,0
48,0.0,1902.0,16,55863,46,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,State-gov,1
32,0.0,0.0,13,37210,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
17,0.0,0.0,8,214787,25,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
25,2174.0,0.0,9,81286,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
44,0.0,0.0,8,88808,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
19,0.0,0.0,10,156294,25,Never-married,United-States,Prof-specialty,White,Own-child,True,State-gov,0
23,0.0,0.0,13,125525,42,Never-married,United-States,Prof-specialty,White,Own-child,True,Private,0
26,0.0,0.0,10,252284,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,State-gov,0
50,0.0,0.0,14,22428,40,Never-married,United-States,?,White,Not-in-family,True,?,0
22,0.0,0.0,10,118910,43,Never-married,United-States,?,White,Not-in-family,True,?,0
27,0.0,0.0,10,95465,55,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
41,0.0,0.0,13,107845,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,1
27,0.0,0.0,13,604045,40,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
47,0.0,0.0,10,102628,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Local-gov,1
19,0.0,0.0,10,37085,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
35,0.0,0.0,9,199753,48,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0
40,7298.0,0.0,12,228535,36,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
18,0.0,0.0,9,296090,48,Never-married,?,Sales,White,Own-child,True,Self-emp-not-inc,0
21,2907.0,0.0,10,129172,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
31,0.0,0.0,3,172865,25,Never-married,Mexico,Farming-fishing,White,Own-child,True,Private,0
47,0.0,0.0,9,207140,38,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
23,0.0,0.0,9,216811,16,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
45,0.0,0.0,9,162302,30,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,0
53,0.0,0.0,14,233734,40,Divorced,United-States,Prof-specialty,Black,Not-in-family,False,Local-gov,1
41,0.0,0.0,9,194710,40,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0
40,0.0,0.0,13,24038,55,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0
39,0.0,0.0,9,143445,40,Married-civ-spouse,United-States,Other-service,Black,Other-relative,False,Private,0
24,0.0,0.0,13,216129,50,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
21,0.0,0.0,10,162228,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
37,0.0,0.0,9,115429,25,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
30,0.0,0.0,13,230224,55,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,1
35,0.0,0.0,12,304252,40,Divorced,Vietnam,Exec-managerial,Asian-Pac-Islander,Not-in-family,False,Local-gov,0
47,0.0,0.0,9,125892,40,Divorced,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
17,0.0,0.0,6,161981,40,Never-married,United-States,?,White,Own-child,True,?,0
46,0.0,0.0,14,268022,55,Married-civ-spouse,?,Exec-managerial,White,Husband,True,Private,1
32,0.0,0.0,9,117779,35,Never-married,United-States,Transport-moving,White,Own-child,False,Private,0
22,0.0,0.0,13,121076,40,Never-married,United-States,Prof-specialty,White,Own-child,False,Private,0
24,0.0,0.0,7,198349,30,Never-married,United-States,Sales,White,Own-child,False,Private,0
64,0.0,0.0,3,191477,4,Widowed,United-States,Priv-house-serv,Black,Unmarried,False,Private,0
20,0.0,2001.0,10,165097,40,Never-married,United-States,Exec-managerial,White,Other-relative,True,Private,0
28,0.0,0.0,9,133043,50,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
32,7298.0,0.0,7,228873,60,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
39,0.0,0.0,3,299828,30,Separated,Puerto-Rico,Sales,Black,Unmarried,False,Private,0
52,0.0,0.0,5,330799,40,Married-civ-spouse,United-States,Other-service,White,Wife,False,Local-gov,0
73,0.0,0.0,9,84053,15,Widowed,United-States,?,White,Not-in-family,False,?,0
55,0.0,0.0,11,236520,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
23,0.0,0.0,13,240398,15,Never-married,United-States,Sales,Black,Not-in-family,True,Private,0
45,0.0,0.0,7,97176,16,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
47,0.0,0.0,9,216657,60,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
45,0.0,0.0,10,106113,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
46,0.0,0.0,10,318259,55,Separated,United-States,Tech-support,White,Unmarried,False,Private,0
36,0.0,0.0,9,207853,40,Divorced,United-States,Craft-repair,White,Own-child,True,Private,0
27,0.0,0.0,13,69132,37,Never-married,United-States,Tech-support,White,Not-in-family,True,Private,0
35,0.0,1669.0,10,102946,45,Never-married,United-States,Sales,Asian-Pac-Islander,Not-in-family,False,Private,0
19,0.0,0.0,10,217039,28,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
48,0.0,1564.0,10,168038,50,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,1
36,0.0,0.0,9,197202,40,Married-civ-spouse,United-States,Other-service,Black,Husband,True,Private,0
22,0.0,0.0,6,163687,15,Never-married,United-States,Sales,White,Own-child,True,Private,0
47,0.0,0.0,9,122194,40,Divorced,United-States,Craft-repair,White,Unmarried,False,Private,0
33,6849.0,0.0,10,108328,50,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
48,0.0,0.0,6,26145,80,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-inc,0
42,0.0,0.0,13,390781,40,Married-civ-spouse,United-States,Adm-clerical,Black,Wife,False,Private,0
31,0.0,0.0,4,259931,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
25,0.0,0.0,6,427744,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
35,0.0,0.0,14,224512,55,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
34,0.0,1848.0,9,155343,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
29,0.0,0.0,13,220656,40,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,True,Local-gov,1
24,0.0,0.0,10,255575,30,Never-married,United-States,Other-service,White,Unmarried,False,Private,0
45,0.0,0.0,10,173658,35,Separated,United-States,Sales,White,Unmarried,False,Private,0
30,0.0,0.0,11,151989,40,Divorced,United-States,?,White,Unmarried,False,?,0
43,0.0,0.0,9,114351,35,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
41,3325.0,0.0,11,152742,40,Divorced,United-States,Tech-support,White,Not-in-family,False,Private,0
38,0.0,0.0,12,179352,40,Married-spouse-absent,United-States,Adm-clerical,White,Unmarried,False,Private,0
66,0.0,0.0,13,186324,5,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
50,0.0,0.0,9,137815,60,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
63,0.0,0.0,4,71800,41,Widowed,United-States,Other-service,White,Not-in-family,False,Private,0
56,0.0,0.0,9,235197,38,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
42,0.0,0.0,13,198282,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
23,0.0,0.0,9,176178,40,Never-married,United-States,Tech-support,White,Own-child,False,Private,0
49,99999.0,0.0,13,159816,20,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,1
39,0.0,0.0,11,67136,40,Separated,United-States,Adm-clerical,Asian-Pac-Islander,Not-in-family,True,Private,0
30,0.0,0.0,10,158002,55,Never-married,Ecuador,Craft-repair,White,Other-relative,True,Private,0
30,0.0,0.0,9,171483,38,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
26,0.0,0.0,10,208994,12,Never-married,United-States,?,White,Own-child,True,?,0
26,0.0,0.0,14,193945,60,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0
46,0.0,0.0,9,428350,15,Married-civ-spouse,United-States,Other-service,White,Own-child,False,Private,0
50,0.0,0.0,9,161438,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
37,0.0,0.0,10,80303,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
55,0.0,0.0,9,82098,55,Married-civ-spouse,United-States,Exec-managerial,Asian-Pac-Islander,Husband,True,Private,0
50,0.0,0.0,10,152810,70,Married-civ-spouse,Germany,Machine-op-inspct,White,Husband,True,Self-emp-inc,0
42,0.0,0.0,9,110028,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
59,0.0,0.0,10,43221,43,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
23,0.0,0.0,4,35633,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
49,0.0,0.0,9,67365,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
36,0.0,0.0,12,98389,44,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
28,0.0,0.0,13,162994,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0
47,0.0,0.0,10,191277,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
34,0.0,0.0,10,114691,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
35,0.0,0.0,4,408318,25,Married-spouse-absent,Mexico,Other-service,White,Not-in-family,True,Private,0
43,0.0,0.0,10,111252,42,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
68,0.0,0.0,9,211162,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
17,0.0,0.0,7,225507,15,Never-married,United-States,Handlers-cleaners,Black,Not-in-family,False,Private,0
41,0.0,0.0,9,307468,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
33,0.0,0.0,9,184306,30,Divorced,United-States,Handlers-cleaners,White,Unmarried,True,Private,0
48,0.0,0.0,6,265083,38,Divorced,United-States,Sales,White,Not-in-family,False,Private,0
29,0.0,0.0,9,439263,35,Married-civ-spouse,Peru,Protective-serv,White,Husband,True,Private,0
53,0.0,0.0,4,64322,40,Separated,United-States,?,White,Not-in-family,True,?,0
55,0.0,0.0,9,199919,15,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
40,0.0,0.0,13,214010,37,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
46,3674.0,0.0,9,270693,30,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
30,0.0,0.0,9,143766,30,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
33,0.0,0.0,9,83231,40,Married-civ-spouse,United-States,Other-service,White,Wife,False,Private,0
49,0.0,0.0,9,157569,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
52,0.0,0.0,4,90189,16,Divorced,United-States,Priv-house-serv,Black,Own-child,False,Private,0
66,0.0,0.0,10,171824,15,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
19,0.0,0.0,9,382738,40,Never-married,United-States,Other-service,Black,Own-child,False,Private,0
55,0.0,0.0,14,190091,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
20,0.0,0.0,10,197496,30,Never-married,?,Sales,White,Own-child,True,Private,0
37,0.0,0.0,9,186434,40,Married-civ-spouse,United-States,Other-service,Black,Husband,True,Private,1
39,0.0,0.0,9,30828,40,Divorced,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
23,0.0,0.0,10,195016,35,Never-married,United-States,Prof-specialty,Other,Not-in-family,False,Private,0
39,0.0,0.0,10,185084,55,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
21,0.0,0.0,6,190761,70,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,0
55,0.0,0.0,10,157639,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,State-gov,1
29,0.0,0.0,13,37933,40,Never-married,United-States,Exec-managerial,Black,Unmarried,False,Private,0
43,0.0,0.0,10,135342,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
46,0.0,0.0,9,318259,40,Never-married,United-States,Other-service,White,Unmarried,False,Local-gov,0
41,0.0,1974.0,14,33068,40,Divorced,United-States,Prof-specialty,White,Not-in-family,True,Local-gov,0
40,0.0,0.0,13,121718,55,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,1
26,0.0,0.0,9,301563,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
28,0.0,0.0,9,188928,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
42,0.0,1977.0,13,130126,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
38,0.0,0.0,10,119098,42,Never-married,United-States,Tech-support,White,Not-in-family,True,Private,0
42,0.0,0.0,9,363591,40,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0
25,0.0,0.0,10,190628,40,Married-civ-spouse,Columbia,Craft-repair,White,Husband,True,Private,0
24,0.0,0.0,9,334693,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,State-gov,0
35,0.0,0.0,10,166606,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
39,7688.0,0.0,10,131808,80,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
23,0.0,0.0,9,178818,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
22,0.0,0.0,7,144238,38,Never-married,United-States,Farming-fishing,White,Own-child,False,Private,0
37,0.0,0.0,13,57424,60,Divorced,United-States,Sales,White,Not-in-family,False,Self-emp-inc,0
24,0.0,0.0,9,390608,36,Never-married,United-States,?,White,Not-in-family,False,?,0
45,0.0,0.0,7,161819,25,Separated,United-States,Adm-clerical,Black,Unmarried,False,Private,0
20,0.0,0.0,10,163665,30,Never-married,United-States,?,White,Own-child,False,?,0
22,0.0,0.0,13,103762,40,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,0
29,0.0,0.0,9,148429,60,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,0
45,0.0,0.0,13,146857,38,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
